122	712319
122	710532
122	770956
122	419127
122	276211
122	21879
122	956113
122	3417606
122	591738
122	1205148
122	26106
122	3932611
122	33795
122	12363
122	3417606
122	12677
122	3417606
122	41956
122	29955
122	1534429
122	591738
122	838529
122	712319
122	226417
122	3452791
122	3417606
122	21100
122	26106
122	10259
122	49937
122	4242162
122	466056
122	16469
122	312872
122	465873
122	520036
122	481033
122	1885637
122	196138
122	307681
122	4008519
122	977329
122	1209265
122	724575
122	49937
122	10259
122	3417606
122	226417
122	9362
122	998353
122	3452791
122	41956
122	3452791
122	524884
122	3452791
122	3561770
198	1189549
198	1189549
198	1189549
198	1189549
198	1557490
198	1189549
198	1189549
198	48630
198	1189549
198	40176
198	1189549
198	1189549
198	1557490
198	1189549
198	533576
198	1189549
198	1189549
198	533576
198	533576
198	533576
198	1189549
198	1189549
198	1189549
198	40176
198	87073
198	1279646
198	1189549
198	1306091
198	533576
198	1557490
198	1189549
198	143846
198	1557490
198	1557490
198	1189549
198	1317279
198	1306091
198	1189549
198	55018
198	1288401
198	533576
198	1189549
198	204789
198	533576
198	1189549
198	1188609
198	533576
198	533576
198	77738
198	1160247
198	1149136
198	204789
198	79939
198	533576
198	41326
198	87073
214	5795051
214	4596732
214	315330
214	62336
214	287200
214	287200
214	9225
214	11934
214	14049
214	12043
214	39856
214	9430
214	9432
214	9430
214	33558
214	1203781
214	15255
214	183534
214	199840
214	39856
214	121955
214	121955
214	43073
214	42972
214	643409
214	19684
214	43073
214	9258
214	643409
214	111935
214	18686
214	220372
214	287200
214	55006
214	643409
214	15255
214	18452
214	643409
214	54762
214	215511
214	287200
214	643409
214	643409
214	9453
214	643409
214	52594
214	643409
214	291297
214	12043
214	234875
214	643409
214	12043
214	101778
214	14049
214	87308
214	18888
259	10569
259	1420978
259	17169
259	778589
259	70654
259	12391
259	17169
259	42569
259	59155
259	62620
259	239194
259	25362
259	25207
259	24717
259	1030010
259	1030010
259	229302
259	8977
259	672406
259	9240
259	23257
259	92535
259	694560
259	13299
259	25634
259	9618
259	672017
259	80987
259	78829
259	704432
259	25916
259	9247
259	9382
259	672035
259	694764
259	672079
259	671170
259	685994
259	9222
259	14242
259	687088
259	25916
259	703050
259	694026
259	709181
259	9260
259	49297
259	9254
259	694394
259	695307
259	25916
259	687088
259	9227
259	700071
259	694056
259	693942
260	5238240
260	502190
260	799259
260	1551256
260	809406
260	799303
260	10305
260	52218
260	226769
260	15593
260	725856
260	1078353
260	220372
260	1221359
260	18417
260	52104
260	252578
260	502190
260	252578
260	20295
260	48812
260	799259
260	18800
260	9263
260	99190
260	592213
260	19538
260	13452
260	391455
260	316637
260	672017
260	341787
260	9256
260	220372
260	85830
260	99190
260	17549
260	502190
260	285768
260	42106
260	43423
260	206654
260	11368
260	737254
260	9241
260	18415
260	14044
260	21368
260	11392
260	353560
260	351172
260	37571
260	15098
260	186941
260	18415
260	18659
278	5679271
278	4833484
278	29453
278	513526
278	29453
278	56587
278	9241
278	1318705
278	1318705
278	4879674
278	10411
278	4789804
278	213020
278	4407912
278	803964
278	18266
278	3371000
278	1318705
278	1318705
278	3371000
278	110893
278	1318705
278	3371000
278	1318705
278	11883
278	208908
278	9313
278	10532
278	248592
278	375946
278	1318705
278	722772
278	1059858
278	62104
278	232536
278	41752
278	9249
278	10745
278	1184858
278	1560917
278	1105225
278	27281
278	23523
278	935390
278	41339
278	23523
278	9410
278	9410
278	35000
278	132945
278	1105225
278	1318705
278	16597
278	9410
278	1105225
278	1105225
289	113350
289	3540041
289	5442822
289	22523
289	38467
289	38468
289	35393
289	221376
289	32511
289	686355
289	68658
289	63127
289	26165
289	867373
289	68658
289	24717
289	30754
289	425204
289	221376
289	59990
289	24717
289	38467
289	38468
289	60517
289	229343
289	24717
289	63127
289	627250
289	1128187
289	24717
289	8977
289	14470
289	14128
289	16791
289	320592
289	432467
289	58244
289	158393
289	14128
289	14470
289	8977
289	684952
289	714824
289	867373
289	221376
289	1303037
289	965877
289	627250
289	219717
289	1420077
289	988165
289	1259286
289	1295502
289	627250
289	1295502
289	1295502
364	71631
364	3223329
364	1233058
364	9419
364	25895
364	51657
364	10259
364	9618
364	22446
364	11073
364	1392882
364	718224
364	697858
364	316637
364	729685
364	15372
364	19704
364	1233058
364	17716
364	858491
364	819258
364	45331
364	28565
364	15339
364	17716
364	1197564
364	22189
364	18758
364	126284
364	1046631
364	28565
364	10741
364	10741
364	59935
364	42950
364	175190
364	272437
364	19643
364	9383
364	25895
364	241405
364	735421
364	732943
364	9262
364	171897
364	24587
364	11013
364	18758
364	13299
364	49246
364	67405
364	285689
364	223783
364	16317
364	28565
364	244305
420	1251198
420	326020
420	945344
420	9777
420	1000638
420	945344
420	283671
420	714920
420	41902
420	326020
420	9296
420	622912
420	364196
420	41902
420	21924
420	633200
420	1251198
420	326020
420	157952
420	9777
420	945344
420	262534
420	714920
420	1251198
420	326020
420	9777
420	1237033
420	714920
420	1104515
420	714920
420	1229350
420	714920
420	945344
420	17235
420	1180953
420	787243
420	505568
420	1132426
420	786318
420	157952
420	326020
420	714920
420	1087804
420	377327
420	714920
420	17235
420	714920
420	714920
420	714920
420	326020
420	153412
420	105965
420	714920
420	41902
420	714920
420	25382
721	1029211
721	31019
721	218436
721	1366139
721	31019
721	614822
721	936895
721	11472
721	13462
721	9763
721	9748
721	129870
721	1084751
721	1366139
721	497583
721	235554
721	31019
721	1366139
721	1600696
721	9748
721	543737
721	31019
721	372356
721	1392051
721	543719
721	1492010
721	129870
721	1458413
721	459245
721	1446525
721	848278
721	314872
721	820179
721	1366139
721	31019
721	1084751
721	350816
721	372356
721	129870
721	907980
721	350816
721	1408728
721	22976
721	350816
721	1100922
721	1392051
721	988306
721	261346
721	1366139
721	129870
721	1287307
721	506404
721	1051290
721	1383858
721	354521
721	1156769
923	1575772
923	945372
923	442700
923	254677
923	1376697
923	501354
923	1493400
923	1493265
923	1405956
923	1365682
923	893522
923	1483692
923	1365682
923	1376697
923	1365682
923	479084
923	447027
923	1408597
923	1374522
923	352563
923	1463026
923	1297270
923	331234
923	1374522
923	1365682
923	1405956
923	1365682
923	1374522
923	1381920
923	1198290
923	1408597
923	426942
923	1414073
923	1408597
923	1406537
923	1405956
923	1365682
923	42917
923	1368302
923	1374522
923	1365682
923	1180632
923	1365682
923	1374522
923	1365682
923	1365682
923	1381920
923	1376697
923	1376697
923	1375616
923	432836
923	1374522
923	1370449
923	1368323
923	1368302
923	1367922
924	23829
924	4343795
924	1395613
924	154879
924	1042822
924	120908
924	216886
924	24596
924	342151
924	535715
924	2749758
924	571036
924	148677
924	373733
924	781465
924	24598
924	24596
924	535715
924	1151428
924	781465
924	233648
924	751208
924	31784
924	61281
924	44904
924	337477
924	600493
924	61921
924	607848
924	280863
924	36169
924	167428
924	719355
924	13466
924	788748
924	36285
924	29248
924	652620
924	607848
924	197172
924	2292531
924	563043
924	2078819
924	197172
924	994907
924	1862617
924	1802877
924	1109389
924	894499
924	1595174
924	1594990
924	1589427
924	53566
924	1578589
924	1570173
924	425653
968	696955
968	702935
968	23372
968	24386
968	905694
968	1139275
968	259252
968	1139275
968	905694
968	905694
968	1568988
968	513392
968	887489
968	795352
968	511506
968	1139275
968	1568988
968	905694
968	1269404
968	905694
968	905694
968	767681
968	905694
968	1568988
968	862519
968	259252
968	549200
968	492676
968	819330
968	383446
968	1001212
968	905694
968	513392
968	61712
968	680594
968	905694
968	905694
968	502817
968	372634
968	296658
968	309706
968	1336093
968	255233
968	1335888
968	133447
968	985476
968	144767
968	309760
968	905694
968	389511
968	781485
968	332164
968	314651
968	862519
968	1139275
968	1376274
1031	930283
1031	298699
1031	617491
1031	640423
1031	488026
1031	930283
1031	1225177
1031	298699
1031	315453
1031	618553
1031	1128071
1031	640520
1031	892493
1031	1101622
1031	376373
1031	841166
1031	834532
1031	676851
1031	850651
1031	636843
1031	288023
1031	633343
1031	1110003
1031	742985
1031	1078784
1031	1078511
1031	1109538
1031	1069543
1031	180097
1031	918820
1031	1315698
1031	448510
1031	569406
1031	1202290
1031	364279
1031	631891
1031	993139
1031	565027
1031	787484
1031	371580
1031	759049
1031	207260
1031	1149088
1031	80630
1031	1376444
1031	1274572
1031	450702
1031	780478
1031	858368
1031	415926
1031	919467
1031	35218
1031	954345
1031	831100
1031	957308
1031	1000808
1058	253885
1058	16399
1058	25133
1058	38932
1058	243573
1058	21697
1058	29139
1058	25133
1058	353141
1058	243573
1058	25133
1058	29139
1058	19116
1058	29518
1058	50529
1058	632623
1058	95427
1058	57615
1058	632623
1058	25133
1058	474273
1058	24091
1058	36999
1058	57615
1058	25133
1058	57615
1058	115212
1058	26880
1058	53315
1058	579378
1058	11835
1058	70552
1058	27917
1058	25133
1058	21697
1058	1390604
1058	1048351
1058	328230
1058	26880
1058	632623
1058	25133
1058	99166
1058	34509
1058	28376
1058	25133
1058	398037
1058	25133
1058	53315
1058	25051
1058	12505
1058	26880
1058	29518
1058	674116
1058	208494
1058	81079
1058	419157
1195	12788
1195	398308
1195	12788
1195	341756
1195	12788
1195	1006427
1195	229332
1195	43952
1195	341756
1195	4170876
1195	35716
1195	2899430
1195	229332
1195	229332
1195	1271737
1195	1381918
1195	1048122
1195	1518607
1195	2741249
1195	106818
1195	156419
1195	10259
1195	51534
1195	56585
1195	1347062
1195	1297195
1195	51649
1195	57099
1195	543449
1195	301642
1195	290791
1195	98729
1195	12788
1195	73978
1195	53254
1195	341756
1195	724274
1195	740596
1195	106818
1195	825060
1195	724274
1195	425227
1195	183808
1195	127153
1195	371578
1195	12788
1195	661200
1195	12788
1195	655253
1195	229332
1195	12788
1195	623985
1195	38428
1195	507647
1195	229332
1195	229332
1314	340170
1314	524789
1314	156387
1314	173856
1314	49973
1314	165918
1314	1451214
1314	178699
1314	65083
1314	1363748
1314	186214
1314	19381
1314	22754
1314	164130
1314	1558840
1314	98620
1314	22780
1314	17029
1314	340170
1314	89287
1314	340170
1314	102088
1314	340170
1314	427792
1314	31505
1314	340170
1314	96602
1314	51712
1314	1066026
1314	340170
1314	1018655
1314	184352
1314	340170
1314	1483884
1314	340170
1314	90370
1314	366594
1314	90224
1314	19627
1314	233255
1314	233263
1314	226147
1314	19855
1314	1295951
1314	315735
1314	165918
1314	139615
1314	340170
1314	89287
1314	54862
1314	258470
1314	553816
1314	17029
1314	236442
1314	174806
1314	22780
1572	3065314
1572	5483679
1572	5196456
1572	4672621
1572	1479056
1572	1476312
1572	4672621
1572	875698
1572	4579340
1572	1077228
1572	1299019
1572	4201254
1572	598987
1572	774712
1572	1257847
1572	954344
1572	1476312
1572	300305
1572	644724
1572	644724
1572	300305
1572	2876128
1572	1528064
1572	2664055
1572	911766
1572	91046
1572	945686
1572	2416439
1572	1467780
1572	2049228
1572	914224
1572	1466101
1572	1467780
1572	774799
1572	292458
1572	1212297
1572	1581367
1572	1574536
1572	1582378
1572	1574536
1572	1212297
1572	828017
1572	875698
1572	1467780
1572	1546974
1572	1467780
1572	1293487
1572	1257847
1572	618709
1572	1476312
1572	994944
1572	1513021
1572	1212297
1572	300305
1572	898723
1572	875698
1582	403763
1582	403763
1582	403763
1582	73185
1582	1494046
1582	1194656
1582	765438
1582	65134
1582	403763
1582	231024
1582	161904
1582	303351
1582	886501
1582	444266
1582	388956
1582	154695
1582	25966
1582	111874
1582	202143
1582	154695
1582	16500
1582	729083
1582	13883
1582	154695
1582	239887
1582	154695
1582	63082
1582	403217
1582	61254
1582	10190
1582	14128
1582	73185
1582	20754
1582	102025
1582	517785
1582	231024
1582	232749
1582	31054
1582	246648
1582	123164
1582	296004
1582	486168
1582	870674
1582	425217
1582	54916
1582	905872
1582	341955
1582	721253
1582	102025
1582	403763
1582	39797
1582	905872
1582	341955
1582	905872
1582	90487
1582	1072314
1615	5912469
1615	178308
1615	101317
1615	1345770
1615	171420
1615	1161319
1615	1331516
1615	2469708
1615	192038
1615	1331516
1615	161856
1615	106840
1615	1116038
1615	172170
1615	1416205
1615	278935
1615	589967
1615	1331516
1615	1463467
1615	1416205
1615	371879
1615	1375563
1615	405144
1615	15998
1615	95383
1615	11834
1615	1345770
1615	43409
1615	1543607
1615	1429494
1615	1468418
1615	349982
1615	172170
1615	1123240
1615	1524200
1615	127898
1615	579237
1615	109910
1615	48496
1615	11715
1615	27287
1615	1345883
1615	668243
1615	26710
1615	1331516
1615	1416205
1615	1331516
1615	1345770
1615	1331516
1615	278935
1615	101051
1615	1331516
1615	1331516
1615	15895
1615	1345770
1615	341790
1656	3189169
1656	309931
1656	334790
1656	334790
1656	1436586
1656	36666
1656	334790
1656	36666
1656	334790
1656	334790
1656	334790
1656	723933
1656	723933
1656	452564
1656	440147
1656	436404
1656	414722
1656	334790
1656	338220
1656	414722
1656	42273
1656	40545
1656	414722
1656	199379
1656	403193
1656	334790
1656	334790
1656	334790
1656	334790
1656	334790
1656	334790
1656	235302
1656	216927
1656	309931
1656	309478
1656	309931
1656	309478
1656	346363
1656	334790
1656	343704
1656	340626
1656	340206
1656	334790
1656	338220
1656	45487
1656	334914
1656	334790
1656	334775
1656	323052
1656	263721
1656	318147
1656	309931
1656	318015
1656	309931
1656	309931
1656	309478
1729	32521
1729	92893
1729	387356
1729	387356
1729	3292814
1729	387356
1729	387356
1729	25700
1729	45281
1729	25696
1729	4528714
1729	835828
1729	4528714
1729	387356
1729	22771
1729	207860
1729	387356
1729	25700
1729	736211
1729	20536
1729	73359
1729	4335831
1729	540098
1729	387356
1729	387356
1729	128446
1729	4141362
1729	1032934
1729	387356
1729	387356
1729	22036
1729	3292814
1729	3292814
1729	1062288
1729	3292814
1729	3292814
1729	526773
1729	246415
1729	3255624
